Date    ,Time  ,
07/09/21 ,08:33
07/09/21 ,08:35
07/09/21 ,08:36
07/09/21 ,08:38
07/09/21 ,08:38
07/09/21 ,08:38
07/09/21 ,08:38
07/09/21 ,08:38
07/09/21 ,08:39
07/09/21 ,08:39
07/09/21 ,08:39
07/09/21 ,08:39
07/09/21 ,08:45
07/09/21 ,08:45
07/09/21 ,08:45
07/09/21 ,08:45
07/09/21 ,08:46
07/09/21 ,08:53
07/09/21 ,08:53
07/09/21 ,08:53
07/09/21 ,08:53
07/09/21 ,08:54
07/09/21 ,08:54
07/09/21 ,08:54
07/09/21 ,09:16
07/09/21 ,09:18
07/09/21 ,09:19
07/09/21 ,09:20
07/09/21 ,09:20
07/09/21 ,09:20
07/09/21 ,09:21
07/09/21 ,09:21
07/09/21 ,09:22
07/09/21 ,09:23
07/09/21 ,09:23
07/09/21 ,09:23
07/09/21 ,09:24
07/09/21 ,09:24
07/09/21 ,09:24
07/09/21 ,09:24
07/09/21 ,09:24
07/09/21 ,09:25
07/09/21 ,09:25
07/09/21 ,09:25
07/09/21 ,09:25
07/09/21 ,09:25
07/09/21 ,09:25
07/09/21 ,09:25
07/09/21 ,09:25
07/09/21 ,09:26
07/09/21 ,09:26
07/09/21 ,09:26
07/09/21 ,09:33
07/09/21 ,09:33
07/09/21 ,09:36
07/09/21 ,09:36
07/09/21 ,09:42
07/09/21 ,09:43
07/09/21 ,09:43
07/09/21 ,09:43
07/09/21 ,09:44
07/09/21 ,09:44
07/09/21 ,09:44
07/09/21 ,09:45
07/09/21 ,09:45
07/09/21 ,09:46
07/09/21 ,09:46
07/09/21 ,09:50
07/09/21 ,09:52
07/09/21 ,09:53
07/09/21 ,09:53
07/09/21 ,09:53
07/09/21 ,09:54
07/09/21 ,10:00
07/09/21 ,10:00
07/09/21 ,10:03
07/09/21 ,10:04
07/09/21 ,10:18
07/09/21 ,10:22
07/09/21 ,10:34
07/09/21 ,10:34
07/09/21 ,10:36
07/09/21 ,10:36
07/09/21 ,10:42
07/09/21 ,10:42
07/09/21 ,10:53
07/09/21 ,10:53
07/09/21 ,10:55
07/09/21 ,10:57
07/09/21 ,10:57
07/09/21 ,10:58
07/09/21 ,11:01
07/09/21 ,11:03
07/09/21 ,11:05
07/09/21 ,11:05
07/09/21 ,11:10
07/09/21 ,11:12
07/09/21 ,11:12
07/09/21 ,11:13
07/09/21 ,11:19
07/09/21 ,11:31
07/09/21 ,11:31
07/09/21 ,11:35
07/09/21 ,11:35
07/09/21 ,11:35
07/09/21 ,11:35
07/09/21 ,11:35
07/09/21 ,11:35
07/09/21 ,11:35
07/09/21 ,11:37
07/09/21 ,11:37
07/09/21 ,11:57
07/09/21 ,11:57
07/09/21 ,11:57
07/09/21 ,11:58
07/09/21 ,11:58
07/09/21 ,11:58
07/09/21 ,11:59
07/09/21 ,11:59
07/09/21 ,12:01
07/09/21 ,12:02
07/09/21 ,12:02
07/09/21 ,12:04
07/09/21 ,12:04
07/09/21 ,12:18
07/09/21 ,12:18
07/09/21 ,12:19
07/09/21 ,12:19
07/09/21 ,12:19
07/09/21 ,12:19
07/09/21 ,12:19
07/09/21 ,12:19
07/09/21 ,12:19
07/09/21 ,12:20
07/09/21 ,12:20
07/09/21 ,12:20
07/09/21 ,12:20
07/09/21 ,12:20
07/09/21 ,12:20
07/09/21 ,12:20
07/09/21 ,12:20
07/09/21 ,12:20
07/09/21 ,12:20
07/09/21 ,12:20
07/09/21 ,12:20
07/09/21 ,12:20
07/09/21 ,12:21
07/09/21 ,12:21
07/09/21 ,12:21
07/09/21 ,12:21
07/09/21 ,12:21
07/09/21 ,12:21
07/09/21 ,12:21
07/09/21 ,12:21
07/09/21 ,12:21
07/09/21 ,12:21
07/09/21 ,12:21
07/09/21 ,12:21
07/09/21 ,12:22
07/09/21 ,12:22
07/09/21 ,12:22
07/09/21 ,12:22
07/09/21 ,12:22
07/09/21 ,12:22
07/09/21 ,12:22
07/09/21 ,12:22
07/09/21 ,12:22
07/09/21 ,12:22
07/09/21 ,12:23
07/09/21 ,12:24
07/09/21 ,12:24
07/09/21 ,12:24
07/09/21 ,12:24
07/09/21 ,12:24
07/09/21 ,12:25
07/09/21 ,12:25
07/09/21 ,12:25
07/09/21 ,12:25
07/09/21 ,12:26
07/09/21 ,12:26
07/09/21 ,12:26
07/09/21 ,12:26
07/09/21 ,12:26
07/09/21 ,12:26
07/09/21 ,12:26
07/09/21 ,12:27
07/09/21 ,12:28
07/09/21 ,12:28
07/09/21 ,12:29
07/09/21 ,12:30
07/09/21 ,12:30
07/09/21 ,12:31
07/09/21 ,12:32
07/09/21 ,12:33
07/09/21 ,12:33
07/09/21 ,12:33
07/09/21 ,12:33
07/09/21 ,12:35
07/09/21 ,12:37
07/09/21 ,12:38
07/09/21 ,12:38
07/09/21 ,12:48
07/09/21 ,12:49
07/09/21 ,12:54
07/09/21 ,12:54
07/09/21 ,12:54
07/09/21 ,12:54
07/09/21 ,12:58
07/09/21 ,12:58
07/09/21 ,12:59
07/09/21 ,12:59
07/09/21 ,12:59
07/09/21 ,12:59
07/09/21 ,12:59
07/09/21 ,13:00
07/09/21 ,13:00
07/09/21 ,13:01
07/09/21 ,13:01
07/09/21 ,13:01
07/09/21 ,13:01
07/09/21 ,13:14
07/09/21 ,13:24
07/09/21 ,13:24
07/09/21 ,13:25
07/09/21 ,13:25
07/09/21 ,13:25
07/09/21 ,13:25
07/09/21 ,13:25
07/09/21 ,13:25
07/09/21 ,13:25
07/09/21 ,13:25
07/09/21 ,13:25
07/09/21 ,13:26
07/09/21 ,13:26
07/09/21 ,13:26
07/09/21 ,13:26
07/09/21 ,13:26
07/09/21 ,13:26
07/09/21 ,13:26
07/09/21 ,13:26
07/09/21 ,13:27
07/09/21 ,13:27
07/09/21 ,13:27
07/09/21 ,13:27
07/09/21 ,13:27
07/09/21 ,13:27
07/09/21 ,13:27
07/09/21 ,13:27
07/09/21 ,13:27
07/09/21 ,13:28
07/09/21 ,13:30
07/09/21 ,13:30
07/09/21 ,13:54
07/09/21 ,13:55
07/09/21 ,14:26
07/09/21 ,15:41
07/09/21 ,15:41
07/09/21 ,15:43
07/09/21 ,15:44
07/09/21 ,15:47
07/09/21 ,15:47
07/09/21 ,15:48
07/09/21 ,15:48
07/09/21 ,15:48
07/09/21 ,15:48
07/09/21 ,15:48
07/09/21 ,15:48
07/09/21 ,15:49
07/09/21 ,15:49
07/09/21 ,15:50
07/09/21 ,15:50
07/09/21 ,15:50
07/09/21 ,15:50
07/09/21 ,15:53
07/09/21 ,15:54
07/09/21 ,15:54
07/09/21 ,15:55
07/09/21 ,15:55
07/09/21 ,15:55
07/09/21 ,15:55
07/09/21 ,15:56
07/09/21 ,15:56
07/09/21 ,15:57
07/09/21 ,15:57
07/09/21 ,15:57
07/09/21 ,15:58
07/09/21 ,15:58
07/09/21 ,15:59
07/09/21 ,16:03
07/09/21 ,16:16
07/09/21 ,16:16
07/09/21 ,16:34
07/09/21 ,16:34
07/09/21 ,16:37
07/09/21 ,16:42
07/09/21 ,16:44
07/09/21 ,16:45
07/09/21 ,16:45
07/09/21 ,16:45
07/09/21 ,16:48
07/09/21 ,16:48
07/09/21 ,16:49
07/09/21 ,16:49
07/09/21 ,16:50
07/09/21 ,16:50
07/09/21 ,16:50
07/09/21 ,16:50
07/09/21 ,16:51
07/09/21 ,16:51
07/09/21 ,16:51
07/09/21 ,16:52
07/09/21 ,16:52
07/09/21 ,16:52
07/09/21 ,16:52
07/09/21 ,16:52
07/09/21 ,16:53
07/09/21 ,16:54
07/09/21 ,16:55
07/09/21 ,16:55
07/09/21 ,16:56
07/09/21 ,16:56
07/09/21 ,16:56
07/09/21 ,16:56
07/09/21 ,16:57
07/09/21 ,16:57
07/09/21 ,16:58
07/09/21 ,16:58
07/09/21 ,16:58
07/09/21 ,16:59
07/09/21 ,16:59
07/09/21 ,16:59
